8bit,./DATA/0_CONVOLUTIONAL_out.bin,84979429
8bit,./DATA/63_CONVOLUTIONAL_out.bin,2685142
16bit,./DATA/0_CONVOLUTIONAL_out.bin,81669377
16bit,./DATA/63_CONVOLUTIONAL_out.bin,2496225
32bit,./DATA/0_CONVOLUTIONAL_out.bin,91319317
32bit,./DATA/63_CONVOLUTIONAL_out.bin,2956630
